Created_At,Entities,Id,Language,Place,Source,Text,Username
Fri Oct 25 02:45:04 +0000 2019,"{'hashtags': [{'indices': [70, 85], 'text': 'SadhguruQuotes'}], 'media': [{'display_url': 'pic.twitter.com/FgWULrmkyi', 'expanded_url': 'https://twitter.com/SadhguruJV/status/1187560681429749761/photo/1', 'id': 1187560679001264128, 'id_str': '1187560679001264128', 'indices': [86, 109], 'media_url': 'http://pbs.twimg.com/media/EHsQJUUXkAA2fkK.png', 'media_url_https': 'https://pbs.twimg.com/media/EHsQJUUXkAA2fkK.png', 'sizes': {'large': {'h': 500, 'resize': 'fit', 'w': 800}, 'medium': {'h': 500, 'resize': 'fit', 'w': 800}, 'small': {'h': 425, 'resize': 'fit', 'w': 680}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'type': 'photo', 'url': 'https://t.co/FgWULrmkyi'}], 'symbols': [], 'urls': [], 'user_mentions': []}",1187560681429749761,en,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Life is involvement. Where there is no involvement, there is no life. #SadhguruQuotes https://t.co/FgWULrmkyi",Sadhguru
Thu Oct 24 15:04:23 +0000 2019,"{'hashtags': [{'indices': [21, 36], 'text': 'CauveryCalling'}], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1187384347109683200', 'indices': [116, 139], 'url': 'https://t.co/t6M0FShskC'}], 'user_mentions': []}",1187384347109683200,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",We want to establish #CauveryCalling as a demonstrable economic model with a significant ecological impact for the… https://t.co/t6M0FShskC,Sadhguru
Thu Oct 24 11:56:26 +0000 2019,"{'hashtags': [{'indices': [0, 15], 'text': 'CauveryCalling'}], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1187337046408302592', 'indices': [121, 144], 'url': 'https://t.co/b6lUFsUtMD'}], 'user_mentions': []}",1187337046408302592,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#CauveryCalling is an economic plan for the farmers &amp; an ecological plan for the nation. If we successfully make it… https://t.co/b6lUFsUtMD,Sadhguru
Thu Oct 24 09:50:37 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1187305384299491329', 'indices': [117, 140], 'url': 'https://t.co/K5t9Mg5hNK'}], 'user_mentions': [{'id': 3164642059, 'id_str': '3164642059', 'indices': [31, 41], 'name': 'Anny Divya', 'screen_name': 'AnnyDivya'}]}",1187305384299491329,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","A pleasure to fly with Captain @AnnyDivya, the youngest woman ever to command a Boeing 777 — the world’s largest tw… https://t.co/K5t9Mg5hNK",Sadhguru
Thu Oct 24 02:45:05 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1187198297276059648', 'indices': [116, 139], 'url': 'https://t.co/zM6FCvTkZ7'}], 'user_mentions': []}",1187198297276059648,en,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","In search of wellbeing, we have done all kinds of insane things on this planet, but wellbeing has not happened. If… https://t.co/zM6FCvTkZ7",Sadhguru
Wed Oct 23 10:12:39 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1186948541144416256', 'indices': [117, 140], 'url': 'https://t.co/LnpPVZCAI8'}], 'user_mentions': []}",1186948541144416256,en,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","In last 35 years, Cauvery has been depleting continuously, but particularly in the last 7-8 years, the depletion is… https://t.co/LnpPVZCAI8",Sadhguru
Wed Oct 23 07:12:52 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1186903296981647361', 'indices': [117, 140], 'url': 'https://t.co/8gWdEm7YRC'}], 'user_mentions': []}",1186903296981647361,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nimai, a truly wonderful sevadhar from West Bengal who has dedicated over a decade of his life serving at Isha Yoga… https://t.co/8gWdEm7YRC",Sadhguru
Wed Oct 23 02:45:06 +0000 2019,"{'hashtags': [{'indices': [74, 89], 'text': 'SadhguruQuotes'}], 'media': [{'display_url': 'pic.twitter.com/DsmQfK464g', 'expanded_url': 'https://twitter.com/SadhguruJV/status/1186835911100829696/photo/1', 'id': 1186835907971817472, 'id_str': '1186835907971817472', 'indices': [90, 113], 'media_url': 'http://pbs.twimg.com/media/EHh8-F1WoAAHzP2.png', 'media_url_https': 'https://pbs.twimg.com/media/EHh8-F1WoAAHzP2.png', 'sizes': {'large': {'h': 500, 'resize': 'fit', 'w': 800}, 'medium': {'h': 500, 'resize': 'fit', 'w': 800}, 'small': {'h': 425, 'resize': 'fit', 'w': 680}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'type': 'photo', 'url': 'https://t.co/DsmQfK464g'}], 'symbols': [], 'urls': [], 'user_mentions': []}",1186835911100829696,en,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",Success happens when you are able to use yourself to your full potential. #SadhguruQuotes https://t.co/DsmQfK464g,Sadhguru
Tue Oct 22 14:56:05 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1186657482795470851', 'indices': [117, 140], 'url': 'https://t.co/tvV5kaQ4EW'}], 'user_mentions': [{'id': 139385992, 'id_str': '139385992', 'indices': [5, 18], 'name': 'Kartik Murali', 'screen_name': 'kartikmurali'}]}",1186657482795470851,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dear @kartikmurali, may your heartfelt appeal be as magical as your spin deliveries. May it inspire many a youth. A… https://t.co/tvV5kaQ4EW",Sadhguru
Tue Oct 22 12:21:43 +0000 2019,"{'hashtags': [{'indices': [25, 40], 'text': 'CauveryCalling'}], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1186618635432812546', 'indices': [120, 143], 'url': 'https://t.co/mLUpwjiTsY'}], 'user_mentions': []}",1186618635432812546,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","One of the objectives of #CauveryCalling is to enable farmers to grow, fell, transport &amp; sell everything they grow… https://t.co/mLUpwjiTsY",Sadhguru
Tue Oct 22 02:45:05 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1186473521645535232', 'indices': [117, 140], 'url': 'https://t.co/jYIkpDZHgz'}], 'user_mentions': []}",1186473521645535232,en,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",Spiritual process is for people who are bored with the good life and want to experience the fantastic source of lif… https://t.co/jYIkpDZHgz,Sadhguru
Mon Oct 21 13:35:41 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1186274859979964417', 'indices': [117, 140], 'url': 'https://t.co/irzSJ6jvxl'}], 'user_mentions': []}",1186274859979964417,en,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","In a tropical country, transporting water by canals is irresponsible. If cities need water then it must be transpor… https://t.co/irzSJ6jvxl",Sadhguru
Mon Oct 21 13:06:52 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1186267608313544705', 'indices': [117, 140], 'url': 'https://t.co/HRYLihKMhC'}], 'user_mentions': [{'id': 366985935, 'id_str': '366985935', 'indices': [5, 17], 'name': 'Ankita Singh', 'screen_name': 'hope_ankita'}]}",1186267608313544705,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dear @hope_ankita, we have problems but we also have a beating heart. Glad that you heard the call of Mother Cauver… https://t.co/HRYLihKMhC",Sadhguru
Mon Oct 21 12:38:03 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1186260358790434821', 'indices': [121, 144], 'url': 'https://t.co/EIENP5Emm7'}], 'user_mentions': []}",1186260358790434821,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",A land with rich soil &amp; abundant water is the best gift we can offer to future generations. Appreciate your support… https://t.co/EIENP5Emm7,Sadhguru
Mon Oct 21 10:53:23 +0000 2019,"{'hashtags': [{'indices': [81, 96], 'text': 'CauveryCalling'}], 'symbols': [], 'urls': [{'display_url': 'twitter.com/Sudhanshutou/s…', 'expanded_url': 'https://twitter.com/Sudhanshutou/status/1185276390033313797', 'indices': [113, 136], 'url': 'https://t.co/qibkIJEGxx'}], 'user_mentions': [{'id': 145131154, 'id_str': '145131154', 'indices': [42, 55], 'name': 'Sudhanshu Tiwari 🇮🇳🇳🇬', 'screen_name': 'Sudhanshutou'}]}",1186234016212500480,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Appreciate the support of Cauvery Upasaka @Sudhanshutou for your contribution to #CauveryCalling. Blessings. -Sg https://t.co/qibkIJEGxx,Sadhguru
Mon Oct 21 10:50:55 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1186233396214657024', 'indices': [117, 140], 'url': 'https://t.co/fOGH2qG97N'}], 'user_mentions': [{'id': 905734346509754368, 'id_str': '905734346509754368', 'indices': [5, 21], 'name': 'Ananya Prakash', 'screen_name': 'ananyaprakash05'}]}",1186233396214657024,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dear @ananyaprakash05, we have problems but we also have a beating heart. Glad that you heard the call of Mother Ca… https://t.co/fOGH2qG97N",Sadhguru
Mon Oct 21 08:10:23 +0000 2019,"{'hashtags': [{'indices': [80, 95], 'text': 'CauveryCalling'}], 'symbols': [], 'urls': [{'display_url': 'twitter.com/sriniketh54321…', 'expanded_url': 'https://twitter.com/sriniketh54321/status/1185192631652864000', 'indices': [112, 135], 'url': 'https://t.co/8ZcwOAKtBK'}], 'user_mentions': [{'id': 728887378841063425, 'id_str': '728887378841063425', 'indices': [39, 54], 'name': 'Sri Niketh', 'screen_name': 'sriniketh54321'}]}",1186192996804395009,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Appreciate the support of Cauvery Mitr @sriniketh54321 for your contribution to #CauveryCalling. Blessings. -Sg https://t.co/8ZcwOAKtBK,Sadhguru
Mon Oct 21 06:57:46 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1186174723765309440', 'indices': [121, 144], 'url': 'https://t.co/Qc7qechYmm'}], 'user_mentions': []}",1186174723765309440,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",It’s time subsistence farming is transformed into productive &amp; ecologically sensitive agricultural activity for the… https://t.co/Qc7qechYmm,Sadhguru
Mon Oct 21 02:45:03 +0000 2019,"{'hashtags': [{'indices': [74, 89], 'text': 'SadhguruQuotes'}], 'media': [{'display_url': 'pic.twitter.com/P8yBlV2WIN', 'expanded_url': 'https://twitter.com/SadhguruJV/status/1186111125085130753/photo/1', 'id': 1186111123109621760, 'id_str': '1186111123109621760', 'indices': [90, 113], 'media_url': 'http://pbs.twimg.com/media/EHXpyD0WsAALOfP.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EHXpyD0WsAALOfP.jpg', 'sizes': {'large': {'h': 500, 'resize': 'fit', 'w': 800}, 'medium': {'h': 500, 'resize': 'fit', 'w': 800}, 'small': {'h': 425, 'resize': 'fit', 'w': 680}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'type': 'photo', 'url': 'https://t.co/P8yBlV2WIN'}], 'symbols': [], 'urls': [], 'user_mentions': []}",1186111125085130753,en,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Without a sense of abandon, you will never walk full stride in your life. #SadhguruQuotes https://t.co/P8yBlV2WIN",Sadhguru
Sun Oct 20 06:23:52 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1185803802177261568', 'indices': [120, 143], 'url': 'https://t.co/4D1EVD6hyR'}], 'user_mentions': []}",1185803802177261568,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Agroforestry and micro-irrigation can cause a major revolution in freeing up farmers’ hands &amp; revitalize our soil,… https://t.co/4D1EVD6hyR",Sadhguru
Sun Oct 20 02:45:03 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1185748734304555009', 'indices': [111, 134], 'url': 'https://t.co/YK6Yj16I8q'}], 'user_mentions': []}",1185748734304555009,en,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",An intention will not make things happen. It will only set the direction. You still have to make the journey.… https://t.co/YK6Yj16I8q,Sadhguru
Sat Oct 19 08:11:21 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1185468462476320769', 'indices': [121, 144], 'url': 'https://t.co/9wHHoc9Fng'}], 'user_mentions': []}",1185468462476320769,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",A land with rich soil &amp; abundant water is the best gift we can offer to future generations. Appreciate your support… https://t.co/9wHHoc9Fng,Sadhguru
Sat Oct 19 07:54:22 +0000 2019,"{'hashtags': [{'indices': [82, 97], 'text': 'CauveryCalling'}], 'symbols': [], 'urls': [{'display_url': 'twitter.com/Harshphadte88/…', 'expanded_url': 'https://twitter.com/Harshphadte88/status/1184889006053646337', 'indices': [114, 137], 'url': 'https://t.co/HNsFvQcC9v'}], 'user_mentions': [{'id': 915542279791681536, 'id_str': '915542279791681536', 'indices': [42, 56], 'name': 'हर्ष फडते', 'screen_name': 'Harshphadte88'}]}",1185464190128910336,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Appreciate the support of Cauvery Upasaka @Harshphadte88 for your contribution to #CauveryCalling. Blessings. -Sg https://t.co/HNsFvQcC9v,Sadhguru
Sat Oct 19 05:50:46 +0000 2019,"{'hashtags': [{'indices': [0, 15], 'text': 'CauveryCalling'}], 'symbols': [], 'urls': [{'display_url': 'cauverycalling.org', 'expanded_url': 'http://cauverycalling.org', 'indices': [105, 128], 'url': 'https://t.co/m8vK14bmMt'}], 'user_mentions': []}",1185433084855906306,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",#CauveryCalling is not just about wellbeing of human life; it is about wellbeing of every life form. –Sg https://t.co/m8vK14bmMt,Sadhguru
Sat Oct 19 02:45:04 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1185386353028145153', 'indices': [116, 139], 'url': 'https://t.co/PHXSNfUbw1'}], 'user_mentions': []}",1185386353028145153,en,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","If you are not identified with the accumulations of body and mind, you will become still. And that is all it takes… https://t.co/PHXSNfUbw1",Sadhguru
Fri Oct 18 13:38:30 +0000 2019,"{'hashtags': [{'indices': [82, 97], 'text': 'CauveryCalling'}], 'symbols': [], 'urls': [{'display_url': 'twitter.com/meharipriyanka…', 'expanded_url': 'https://twitter.com/meharipriyanka/status/1185039505742422018', 'indices': [114, 137], 'url': 'https://t.co/EBTqMleXwM'}], 'user_mentions': [{'id': 1550116656, 'id_str': '1550116656', 'indices': [41, 56], 'name': 'meharipriyanka', 'screen_name': 'meharipriyanka'}]}",1185188408345284609,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Appreciate the support of Cauvery Shoora @meharipriyanka for your contribution to #CauveryCalling. Blessings. -Sg https://t.co/EBTqMleXwM,Sadhguru
Fri Oct 18 10:47:15 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1185145309208305664', 'indices': [117, 140], 'url': 'https://t.co/2IZCAhn9X7'}], 'user_mentions': []}",1185145309208305664,en,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Engineering solutions can be employed for emergency measures but there is no better science or technology than Natu… https://t.co/2IZCAhn9X7,Sadhguru
Fri Oct 18 10:20:54 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1185138678223343617', 'indices': [117, 140], 'url': 'https://t.co/pCUuTbYsZc'}], 'user_mentions': [{'id': 1160562271052955648, 'id_str': '1160562271052955648', 'indices': [5, 18], 'name': 'Anwesh Parida', 'screen_name': 'ParidaAnwesh'}]}",1185138678223343617,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dear @ParidaAnwesh, we have problems but we also have a beating heart. Glad that you heard the call of Mother Cauve… https://t.co/pCUuTbYsZc",Sadhguru
Fri Oct 18 09:18:07 +0000 2019,"{'hashtags': [{'indices': [80, 95], 'text': 'CauveryCalling'}], 'symbols': [], 'urls': [{'display_url': 'twitter.com/poojadesai28/s…', 'expanded_url': 'https://twitter.com/poojadesai28/status/1185079590194049025', 'indices': [112, 135], 'url': 'https://t.co/5NokPn7MTU'}], 'user_mentions': [{'id': 417163371, 'id_str': '417163371', 'indices': [41, 54], 'name': 'pooja desai', 'screen_name': 'poojadesai28'}]}",1185122879714689024,en,"{'attributes': {}, 'bounding_box': {'coordinates': [[[76.657719, 10.80795], [77.100465, 10.80795], [77.100465, 11.237298], [76.657719, 11.237298]]], 'type': 'Polygon'}, 'contained_within': [], 'country': 'India', 'country_code': 'IN', 'full_name': 'Coimbatore, India', 'id': '5446838227498f51', 'name': 'Coimbatore', 'place_type': 'city', 'url': 'https://api.twitter.com/1.1/geo/id/5446838227498f51.json'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Appreciate the support of Cauvery Shoora @poojadesai28 for your contribution to #CauveryCalling. Blessings. -Sg https://t.co/5NokPn7MTU,Sadhguru
Fri Oct 18 05:14:04 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1185061462915469312', 'indices': [117, 140], 'url': 'https://t.co/XZPsA6Z2XH'}], 'user_mentions': []}",1185061462915469312,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","If we do not revitalize Cauvery in our lifetime then, as a generation of people, we have failed because we will lea… https://t.co/XZPsA6Z2XH",Sadhguru
Fri Oct 18 02:45:05 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1185023967616221184', 'indices': [117, 140], 'url': 'https://t.co/aOZmFLmCay'}], 'user_mentions': []}",1185023967616221184,en,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","When things go wrong in life, that is when it shows who you are. When things go well, everyone can pretend to be fa… https://t.co/aOZmFLmCay",Sadhguru
Thu Oct 17 15:09:42 +0000 2019,"{'hashtags': [{'indices': [52, 67], 'text': 'CauveryCalling'}], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1184848968649363457', 'indices': [117, 140], 'url': 'https://t.co/u3gpbBL1lJ'}], 'user_mentions': [{'id': 283435381, 'id_str': '283435381', 'indices': [5, 17], 'name': 'Bhakti KanJiyani', 'screen_name': 'BsKanjiyani'}]}",1184848968649363457,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dear @BsKanjiyani, your contribution and support to #CauveryCalling will go a long way in ensuring well-being of so… https://t.co/u3gpbBL1lJ",Sadhguru
Thu Oct 17 15:06:08 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1184848072985083907', 'indices': [117, 140], 'url': 'https://t.co/XDRM5iAzEQ'}], 'user_mentions': [{'id': 76949148, 'id_str': '76949148', 'indices': [5, 15], 'name': 'Deepu Asok', 'screen_name': 'Deepuasok'}]}",1184848072985083907,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dear @Deepuasok, we have problems but we also have a beating heart. Glad that you heard the call of Mother Cauvery.… https://t.co/XDRM5iAzEQ",Sadhguru
Thu Oct 17 13:57:31 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1184830803307450368', 'indices': [117, 140], 'url': 'https://t.co/ptuZkgwYRj'}], 'user_mentions': []}",1184830803307450368,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",What we choose to consume as food determines how our body functions. And how this food is cultivated has largest ec… https://t.co/ptuZkgwYRj,Sadhguru
Thu Oct 17 11:54:55 +0000 2019,"{'hashtags': [{'indices': [30, 45], 'text': 'CauveryCalling'}], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1184799951169019904', 'indices': [117, 140], 'url': 'https://t.co/j0rIpljQhB'}], 'user_mentions': []}",1184799951169019904,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",One of the key focus areas of #CauveryCalling is to bring a significant portion of agricultural land under micro-ir… https://t.co/j0rIpljQhB,Sadhguru
Thu Oct 17 08:31:30 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1184748758170386433', 'indices': [121, 144], 'url': 'https://t.co/sXGWVqwfyw'}], 'user_mentions': []}",1184748758170386433,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",A land with rich soil &amp; abundant water is the best gift we can offer to future generations. Appreciate your support… https://t.co/sXGWVqwfyw,Sadhguru
Thu Oct 17 08:29:32 +0000 2019,"{'hashtags': [{'indices': [79, 94], 'text': 'CauveryCalling'}], 'symbols': [], 'urls': [{'display_url': 'twitter.com/Anilkumar2803/…', 'expanded_url': 'https://twitter.com/Anilkumar2803/status/1184053038601785345', 'indices': [111, 134], 'url': 'https://t.co/SaOZp1MNrR'}], 'user_mentions': [{'id': 2268330330, 'id_str': '2268330330', 'indices': [39, 53], 'name': 'Anil kumar Ganguri', 'screen_name': 'Anilkumar2803'}]}",1184748266065285120,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Appreciate the support of Cauvery Mitr @Anilkumar2803 for your contribution to #CauveryCalling. Blessings. -Sg https://t.co/SaOZp1MNrR,Sadhguru
Thu Oct 17 06:58:49 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1184725432978903041', 'indices': [121, 144], 'url': 'https://t.co/VE976rQ0fQ'}], 'user_mentions': []}",1184725432978903041,en,"{'attributes': {}, 'bounding_box': {'coordinates': [[[73.651493, 24.547706], [73.690096, 24.547706], [73.690096, 24.593521], [73.651493, 24.593521]]], 'type': 'Polygon'}, 'contained_within': [], 'country': 'India', 'country_code': 'IN', 'full_name': 'Pichola, Udaipur', 'id': '3a861f5ae1931fbc', 'name': 'Pichola', 'place_type': 'neighborhood', 'url': 'https://api.twitter.com/1.1/geo/id/3a861f5ae1931fbc.json'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Here we are on a boat ride in Pichola Lake, Udaipur. The place is full of lakes &amp; palaces in the middle of Rajastha… https://t.co/VE976rQ0fQ",Sadhguru
Thu Oct 17 02:45:04 +0000 2019,"{'hashtags': [{'indices': [96, 111], 'text': 'SadhguruQuotes'}], 'media': [{'display_url': 'pic.twitter.com/2qCd2qAuxG', 'expanded_url': 'https://twitter.com/SadhguruJV/status/1184661578706276352/photo/1', 'id': 1184661576093179904, 'id_str': '1184661576093179904', 'indices': [112, 135], 'media_url': 'http://pbs.twimg.com/media/EHDDbUYWoAA-o10.png', 'media_url_https': 'https://pbs.twimg.com/media/EHDDbUYWoAA-o10.png', 'sizes': {'large': {'h': 500, 'resize': 'fit', 'w': 800}, 'medium': {'h': 500, 'resize': 'fit', 'w': 800}, 'small': {'h': 425, 'resize': 'fit', 'w': 680}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'type': 'photo', 'url': 'https://t.co/2qCd2qAuxG'}], 'symbols': [], 'urls': [], 'user_mentions': []}",1184661578706276352,en,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","If there is total clarity, there is no need for courage, because clarity will carry you across. #SadhguruQuotes https://t.co/2qCd2qAuxG",Sadhguru
Wed Oct 16 16:28:03 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1184506300001947648', 'indices': [116, 139], 'url': 'https://t.co/loUBBU5ERo'}], 'user_mentions': []}",1184506300001947648,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Transforming the foundations of wealth into wellbeing for the world is the only way a Business will grow unbridled… https://t.co/loUBBU5ERo,Sadhguru
Wed Oct 16 16:22:15 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1184504837909573632', 'indices': [117, 140], 'url': 'https://t.co/6a3pCh3Cul'}], 'user_mentions': []}",1184504837909573632,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Capability and competence are not hereditary. It’s important that family businesses start looking at family as fami… https://t.co/6a3pCh3Cul,Sadhguru
Wed Oct 16 08:01:02 +0000 2019,"{'hashtags': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/i/web/status/1…', 'expanded_url': 'https://twitter.com/i/web/status/1184378702907314176', 'indices': [117, 140], 'url': 'https://t.co/xGO2ejbtqY'}], 'user_mentions': []}",1184378702907314176,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nation seeking solutions for the problems we have. Let no one seek problems in solutions that arise. United, Secula… https://t.co/xGO2ejbtqY",Sadhguru
